municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Feliz Natal;5103700;subterraneo;Ponto 3;-12.231662;-54.555934;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Novo São Joaquim;5106281;subterraneo;poço;-14.545280;-53.013980;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Querência;5107065;subterraneo;PT 05 -NOVA QUERENCIA;-12.351000;-52.124900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Querência;5107065;subterraneo;PT 08 BAIRRO DAS TORRES;-12.352400;-52.122800;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Pedra Preta;5106372;subterraneo;PTP - 05;-16.000000;-54.480000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Pedra Preta;5106372;subterraneo;PTP - 08;-16.000000;-54.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Cuiabá;5103403;subterraneo;P.T. (ANTIGO 12);-15.638368;-56.011659;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-14;-11.900747;-55.511333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-25;-11.901417;-55.509083;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 07;-17.121140;-54.091650;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP-14;-15.533472;-54.288583;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP-19;-15.533552;-54.284713;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 12;-15.565139;-54.332361;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-03;-11.848086;-55.501856;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-42;-11.853803;-55.496369;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-01;-11.853997;-55.496644;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-38;-11.850631;-55.495294;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-08;-11.840750;-55.511367;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-06;-11.837817;-55.508761;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-15;-11.838914;-55.514681;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 06;-17.122600;-54.084100;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 02;-17.208210;-54.148890;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 03;-17.206000;-54.144550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-39;-11.849658;-55.539733;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-23;-11.852739;-55.534511;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-10;-11.875264;-55.506992;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-09;-11.875978;-55.504364;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 04;-17.207680;-54.140610;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Itiquira;5104609;subterraneo;PT 05;-17.208470;-54.140610;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Vera;5108501;subterraneo;POÇO PROFUNDO;-12.288264;-55.302472;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Novo São Joaquim;5106281;subterraneo;poço;-14.545288;-53.013980;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 07;-15.521028;-54.333250;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 18;-15.529675;-54.331825;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 03;-15.524778;-54.331833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 16;-15.532717;-54.331233;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 15;-15.528417;-54.331250;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Novo São Joaquim;5106281;subterraneo;Ponto 1;-15.052386;-52.481625;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 11;-15.548083;-54.304833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 10;-15.547806;-54.303111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP 09;-15.547361;-54.302694;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Nova Mutum;5106224;subterraneo;Ponto 18;-13.510460;-56.054540;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Campo Verde;5102678;subterraneo;PTP10;-15.557519;-55.175058;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Campo Verde;5102678;subterraneo;PTP03;-15.556472;-55.172431;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Campo Verde;5102678;subterraneo;PTP09;-15.554259;-55.161536;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-26;-11.700053;-55.451297;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Novo São Joaquim;5106281;subterraneo;Ponto 1;-15.073720;-53.224680;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-18;-11.941225;-55.514344;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-27;-11.862108;-55.491311;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sapezal;5107875;subterraneo;Ponto 2;-13.322900;-58.483400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Barra do Garças;5101803;subterraneo;Ponto 1;-15.886514;-52.262694;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-29;-11.923078;-55.500739;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-12;-11.924525;-55.504358;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-02;-11.867392;-55.508936;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-19;-11.810792;-55.486594;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-41;-11.962003;-55.519881;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP- 11;-11.988861;-55.519519;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-22;-11.991939;-55.519814;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-21;-11.832328;-55.480625;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
União do Sul;5108303;subterraneo;Ponto 2;-11.000000;-54.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-28;-11.839044;-55.520903;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-13;-11.836289;-55.519283;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP-05;-11.838361;-55.518989;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sinop;5107909;subterraneo;PTP- 24;-11.887486;-55.478561;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Poxoréu;5107008;subterraneo;Ponto 2;-15.078539;-54.585280;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Cáceres;5102504;subterraneo;Ponto 1;-16.065341;-57.414096;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Cáceres;5102504;subterraneo;Ponto 2;-16.065083;-57.414870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Cáceres;5102504;subterraneo;Ponto 3;-16.064816;-57.415554;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Santa Rita do Trivelato;5107768;subterraneo;POÇO PACOVAL;-14.003770;-55.215850;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-37;-11.818806;-55.514400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Diamantino;5103502;subterraneo;PTP-01 DECIOLANDIA;-14.180055;-57.505308;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Campo Verde;5102678;subterraneo;PTP11;-15.530381;-55.191744;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP-21;-15.559741;-54.333707;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Lucas do Rio Verde;5105259;subterraneo;PT20;-13.023845;-55.948048;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sorriso;5107925;subterraneo;PTP-32;-12.858388;-55.835681;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sorriso;5107925;subterraneo;PTP-47;-12.570114;-55.709683;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-01;-15.554528;-54.298028;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP-02;-15.554778;-54.300528;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;subterraneo;PTP-05;-15.563611;-54.291056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Sorriso;5107925;subterraneo;PTP-46;-12.583153;-55.754178;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sorriso;5107925;subterraneo;PTP-48;-12.538977;-55.724214;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Porto dos Gaúchos;5106802;subterraneo;Ponto 1;-12.040278;-57.444440;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santo Antônio do Leste;5107792;subterraneo;PT I - Centro;-14.481180;-53.364830;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santo Antônio do Leste;5107792;subterraneo;PT II JARDIM BEM VIVER;-14.474750;-53.370260;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santo Antônio do Leste;5107792;subterraneo;PT III JARDIM BEM;-14.475680;-53.365730;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santo Antônio do Leste;5107792;subterraneo;PT IV  SANTA INES;-14.483170;-53.363730;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Nova Maringá;5108907;subterraneo;Ponto 1;-13.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Diamantino;5103502;subterraneo;PTP-01 DECIOLANDIA;-14.184005;-57.505308;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Cuiabá;5103403;subterraneo;P.T. 38 - JARDIM MOSSORÓ;-15.385534;-56.229190;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Cuiabá;5103403;subterraneo;PT 87 - ALTOS DO PARQUE II;-15.405205;-56.021823;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Cuiabá;5103403;subterraneo;P.T. 02;-15.312199;-56.102417;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-22;-15.532672;-54.330300;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-23;-15.531820;-54.334420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-06;-15.571100;-54.354400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sorriso;5107925;subterraneo;POÇO 01;-13.303549;-55.913991;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sorriso;5107925;subterraneo;POÇO 02;-13.303902;-55.845223;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santa Cruz do Xingu;5107743;subterraneo;COHAB;-10.147047;-52.388678;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
São José do Xingu;5107354;subterraneo;Ponto 1;-10.808194;-52.726750;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
São José do Xingu;5107354;subterraneo;Ponto 3;-10.800250;-52.733944;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
São José do Xingu;5107354;subterraneo;Ponto 4;-10.799666;-52.738055;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Gaúcha do Norte;5103858;subterraneo;PT 3 RUA GOIAS;-13.192304;-53.266578;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-05;-15.564039;-54.291530;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Canarana;5102702;subterraneo;Ponto 1;-13.554438;-52.270110;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Canarana;5102702;subterraneo;Ponto 2;-13.549768;-52.272173;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Nova Maringá;5108907;subterraneo;Ponto 3;-13.046436;-57.093644;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Nova Maringá;5108907;subterraneo;Ponto 2;-13.047000;-57.093797;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Nova Maringá;5108907;subterraneo;Ponto 1;-13.038792;-57.092153;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Querência;5107065;subterraneo;Ponto 13;-12.352430;-52.122890;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Querência;5107065;subterraneo;Ponto 14;-12.351040;-52.124910;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Primavera do Leste;5107040;subterraneo;PTP-01;-15.554730;-54.298530;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-02;-15.555490;-54.301050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Primavera do Leste;5107040;subterraneo;PTP-05;-15.564030;-54.291530;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Nova Ubiratã;5106240;subterraneo;PT-1;-13.021390;-55.145290;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Nova Ubiratã;5106240;subterraneo;PT-II;-13.015370;-55.145380;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Sorriso;5107925;subterraneo;PTP 39;-12.515811;-55.748533;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Ribeirãozinho;5107198;subterraneo;Ponto 3;-16.291722;-52.412280;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Sorriso;5107925;subterraneo;PTP - 50;-12.544714;-55.726692;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
União do Sul;5108303;subterraneo;PTP -02;-11.525889;-58.370833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Campo Verde;5102678;subterraneo;Ponto 13;-15.544350;-55.168669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Sorriso;5107925;subterraneo;PTP - 37;-12.584792;-55.753561;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Canarana;5102702;subterraneo;Poço 1;-13.331602;-52.161163;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Canarana;5102702;subterraneo;Poço 2;-13.325890;-52.161950;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Poconé;5106505;subterraneo;Ponto 5;-16.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Itaúba;5104559;subterraneo;PT 02;-11.008900;-55.146380;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Paranatinga;5106307;subterraneo;PTP-01 B;-14.414582;-54.048236;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Ribeirão Cascalheira;5107180;subterraneo;POÇO CRECHE 9;-12.930179;-51.823780;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Ribeirão Cascalheira;5107180;subterraneo;POÇO 8;-12.927306;-51.826449;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Cláudia;5103056;subterraneo;PTP-03;-11.502386;-54.883692;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Cláudia;5103056;subterraneo;PTP-04;-11.511292;-54.882067;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Cláudia;5103056;subterraneo;Ponto 1;-11.499539;-54.876386;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Cláudia;5103056;subterraneo;PTP-05;-11.517417;-54.887278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Sorriso;5107925;subterraneo;PTP-23;-12.558675;-55.725664;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Campos de Júlio;5102686;subterraneo;PTP 005;-13.728520;-59.259400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Sorriso;5107925;subterraneo;SISTEMA JARDIM DOS IPÊS;-12.508344;-55.703115;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Sinop;5107909;subterraneo;PTP-47;-11.808881;-55.517439;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Pedra Preta;5106372;subterraneo;PTP - 07;-16.619150;-54.487017;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Cáceres;5102504;subterraneo;Ponto 1;-16.083800;-58.052100;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Vera;5108501;subterraneo;PTP - 02;-11.883055;-56.252361;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Vera;5108501;subterraneo;PTP - 02;-11.876817;-56.275580;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Brasnorte;5101902;subterraneo;Ponto 4;-12.120935;-58.004460;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Sinop;5107909;subterraneo;PTP - 49;-11.942261;-55.521525;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Sinop;5107909;subterraneo;Ptp-43;-11.854050;-55.495989;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Sorriso;5107925;subterraneo;PTP - 52;-12.544253;-55.723246;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Sorriso;5107925;subterraneo;PTP - 54;-12.540088;-55.725022;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Juara;5105101;subterraneo;Ponto 1;-10.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Sorriso;5107925;subterraneo;PTP-53;-12.548322;-55.739424;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Novo São Joaquim;5106281;subterraneo;Ponto 2;-14.545471;-53.014079;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Mirassol d'Oeste;5105622;subterraneo;Ponto 1;-15.769768;-58.118782;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Mirassol d'Oeste;5105622;subterraneo;Ponto 2;-15.770347;-58.117846;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Ponte Branca;5106703;subterraneo;Ponto 2;-16.452684;-52.502126;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Ponte Branca;5106703;subterraneo;Ponto 1;-16.454456;-52.501960;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Juara;5105101;subterraneo;Ponto 1;-11.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Arenápolis;5101308;subterraneo;Ponto 6;-12.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Sorriso;5107925;subterraneo;PTP-51;-12.550481;-55.708919;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
União do Sul;5108303;subterraneo;Ponto 1;-11.529277;-54.374050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
União do Sul;5108303;subterraneo;Ponto 2;-11.525889;-54.370833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Porto dos Gaúchos;5106802;subterraneo;Ponto 1;-11.315619;-57.241581;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Porto dos Gaúchos;5106802;subterraneo;Ponto 2;-11.320768;-57.250704;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Guiratinga;5104203;subterraneo;PT-GINÁSIO DE ESPORTE;-16.341667;-53.765555;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Araputanga;5101258;subterraneo;PT - 01;-15.474426;-58.351612;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Araputanga;5101258;subterraneo;PT - 02;-15.474283;-58.344941;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Araputanga;5101258;subterraneo;PT - 03;-15.474185;-58.342506;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Araputanga;5101258;subterraneo;PT - 04;-15.471419;-58.345901;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 03;-15.573841;-54.582303;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 01;-15.574004;-54.582060;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 02;-15.565534;-54.584863;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 04;-15.564121;-54.585949;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 05;-15.564290;-54.590244;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 06;-15.570948;-54.583957;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 07;-15.561788;-54.583649;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Jaciara;5104807;subterraneo;PT 08;-15.580109;-54.580783;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Primavera do Leste;5107040;subterraneo;PTP-26;-15.331793;-54.175447;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 12;-17.491470;-53.164560;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Arenápolis;5101308;subterraneo;Ponto 1;-14.450000;-56.850000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Arenápolis;5101308;subterraneo;Ponto 3;-14.450000;-56.840000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Arenápolis;5101308;subterraneo;Ponto 4;-14.470000;-56.850000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Arenápolis;5101308;subterraneo;Ponto 5;-14.470000;-56.840000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Arenápolis;5101308;subterraneo;Ponto 6;-12.590000;-56.830000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Rondonópolis;5107602;subterraneo;Ponto 1;-16.450606;-54.647244;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Novo São Joaquim;5106281;subterraneo;Jardim America;-14.542425;-53.002431;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Nova Mutum;5106224;subterraneo;PT 19;-13.813111;-56.104056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Nova Mutum;5106224;subterraneo;PT 20;-13.805797;-56.073397;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Nova Mutum;5106224;subterraneo;PT 21;-13.794444;-56.085861;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Sinop;5107909;subterraneo;PTP-44;-11.888131;-55.476669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Planalto da Serra;5106455;subterraneo;MINA ANIZIO BRUNO BORGES;-14.656700;-54.759700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Querência;5107065;subterraneo;Ponto 16;-12.352780;-52.124750;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 4;-17.502730;-53.170020;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 7;-17.502710;-53.163670;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 5;-17.502730;-53.165780;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 3;-17.494690;-53.171100;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 11;-17.493390;-53.165160;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 9;-17.500640;-53.164870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 8;-17.500500;-53.164960;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 10;-17.509790;-53.165481;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 1;-17.485590;-53.171560;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Alto Taquari;5100607;subterraneo;Ponto 2;-17.492040;-53.173600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Primavera do Leste;5107040;subterraneo;PTP 10;-15.325200;-54.181139;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Primavera do Leste;5107040;subterraneo;PTP-24;-15.325101;-54.181292;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Primavera do Leste;5107040;subterraneo;PTP-26;-15.331754;-54.175447;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
